Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes,Decision,Decision_Reason,Verified_Source,Verified_Date,Verified_Country,Verified_Genre,Verified_Status,Confidence_New,Evidence
Blackosh,Czechia,,"black, thrash metal",,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,"black, thrash metal",,Low,no decisive current signal
Blackshard,Czechia,,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
Blaze Of Perdition,,,black metal,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,black metal,,Low,no decisive current signal
Blind Guardian,Germany,Krefeld,power metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=228&tab=features,2026 activity verified,2026-09-22,,High,,,Contact page/source needed,Active directory/background source,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metal-archives.com/bands/Blind_Guardian/3,2026-09-23,Germany,power metal,,Low,no decisive current signal
Blindead 23,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Blood God,Germany,,death metal,,,,,https://www.tourforger.com/concerts/heavy-metal/germany/2026,2026 activity verified,2026-09-22,,High,,,Contact page/source needed,2026 club listings,KEEP,Band identity verified and there is current/active evidence,https://www.tourforger.com/concerts/heavy-metal/germany/2026,2026-09-23,Germany,death metal,Active,Medium,existing current source
Blood n Bone Festival,,,,,https://www.facebook.com/bloodandbone.festival,,,https://www.facebook.com/bloodandbone.festival,,2026-09-22,,,,,,,REMOVE,Entity name indicates event/media/venue/organisation rather than a band,https://www.facebook.com/bloodandbone.festival,2026-09-23,,,,High,entity-type rule
Bloodstock metal 2 the masses,,,,,https://www.facebook.com/bloodstockmetal2themassespoland,,,https://www.facebook.com/bloodstockmetal2themassespoland,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/bloodstockmetal2themassespoland,2026-09-23,,,,Low,no decisive current signal
Bloodthirst,,Poznań,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Blue Mental,Slovakia,Bratislava,sludge metal,,,,,https://www.pohodafestival.sk/en/news/blue-mental-will-bring-their-atmospheric-sludge-sound-to-pohoda,2026 activity verified,2026-09-22,,High,,,Contact page/source needed,2026 Pohoda performance,KEEP,Band identity verified and there is current/active evidence,https://www.pohodafestival.sk/en/news/blue-mental-will-bring-their-atmospheric-sludge-sound-to-pohoda,2026-09-23,Slovakia,sludge metal,Active,Medium,existing current source
Blue Moon Festival,,,,,https://www.facebook.com/bluemoonfest,,,https://www.facebook.com/bluemoonfest,,2026-09-22,,,,,,,REMOVE,Entity name indicates event/media/venue/organisation rather than a band,https://www.facebook.com/bluemoonfest,2026-09-23,,,,High,entity-type rule
Bluefaces,,,,,https://www.facebook.com/bluefacesband/,,,https://www.facebook.com/bluefacesband/,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/bluefacesband/,2026-09-23,,,,Low,no decisive current signal
Boguslaw Balcerak's Crylord,,Warsaw,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Bohemyst,Czechia,,black metal,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,black metal,,Low,no decisive current signal
Bordel,Czechia,,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
Brain Scorcher,,Toruń,"death metal, thrash",,,,,https://www.metal-archives.com/,,2026-09-22,,,,,,Current record/addition verified in 2026.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metal-archives.com/,2026-09-23,,"death metal, thrash",,Low,no decisive current signal
Brat Zielony MC,,,,,https://www.facebook.com/BratZielonyMC/,,,https://www.facebook.com/BratZielonyMC/,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/BratZielonyMC/,2026-09-23,,,,Low,no decisive current signal
Breathe,,,,,https://www.facebook.com/profile.php?id=61576488292362,,,https://www.facebook.com/profile.php?id=61576488292362,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/profile.php?id=61576488292362,2026-09-23,,,,Low,no decisive current signal
Brutally Deceased,Czechia,,death metal,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,death metal,,Low,no decisive current signal
Burn The World,,Online,,,,https://burntheworld.com/,,https://burntheworld.com/,,2026-09-22,,,,,,"Fresh QA 2026-09-10: formularz przyjmuje band name, music URL i MP3; strona jawnie szuka zespołów z ciężkiej sceny. Gmail dedupe: brak historii dla Burn The World / burntheworld.com.",REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://burntheworld.com/,2026-09-23,,,,Low,no decisive current signal
But,Czechia,,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
CETI,,Poznań,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Cad,Slovakia,,"hardcore metal, thrash",,,,,https://www.metalunderground.com/bands/country/Slovakia/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Slovakia/,2026-09-23,Slovakia,"hardcore metal, thrash",,Low,no decisive current signal
Calm Hatchery,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Can't Wait Forever,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Carnal Disfigurement,Czechia,,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
Catbreath,Germany,,heavy metal,,,,,https://www.tourforger.com/concerts/heavy-metal/germany/2026,2026 activity verified,2026-09-22,,High,,,Contact page/source needed,2026 tour listings,KEEP,Band identity verified and there is current/active evidence,https://www.tourforger.com/concerts/heavy-metal/germany/2026,2026-09-23,Germany,heavy metal,Active,Medium,existing current source
Cemetery Of Scream,,Cracow,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Centurion,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Chain Reaction,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Chainsaw,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Chmura,Czechia,,"death metal, thrash",,,,,https://www.tourforger.com/concerts/metal/czech-republic/2026,2026 activity verified,2026-09-22,,High,,,Contact page/source needed,2026 festival/tour listing,KEEP,Band identity verified and there is current/active evidence,https://www.tourforger.com/concerts/metal/czech-republic/2026,2026-09-23,Czechia,"death metal, thrash",Active,Medium,existing current source
Christ Agony,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Cien,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Cieszanów Rock Festiwal,,,,,https://www.facebook.com/rockfestiwal,,,https://www.facebook.com/rockfestiwal,,2026-09-22,,,,,,,REMOVE,Entity name indicates event/media/venue/organisation rather than a band,https://www.facebook.com/rockfestiwal,2026-09-23,,,,High,entity-type rule
Clawed Forehead,Czechia,Brno,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
Cloverfield,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Colp,Czechia,,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
Colt,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Conscious Dysphoria,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Corruption,,Warsaw,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Corvus Corax,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.youtube.com/channel/UCKgMDjXi0_3fcL8HxBkJTtw,2026-09-23,Germany,,,Low,no decisive current signal
Cosmic Despair,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Countercast,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Craft `Music City Opole,,,,,https://craftmusiccity.pl/,,,https://craftmusiccity.pl/,,2026-09-22,,,,,,,REMOVE,Entity name indicates event/media/venue/organisation rather than a band,https://craftmusiccity.pl/,2026-09-23,,,,High,entity-type rule
Craniotomy,Slovakia,,"brutal death, slam",,,,,https://www.gothoom.com/en/news/pilire-domaceho-undergroundu.html,2026 activity verified,2026-09-22,,High,,,Contact page/source needed,2026 Gothoom domestic-scene feature,KEEP,Band identity verified and there is current/active evidence,https://www.gothoom.com/en/news/pilire-domaceho-undergroundu.html,2026-09-23,Slovakia,"brutal death, slam",Active,Medium,existing current source
Craving,Germany,Oldenburg,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Credic,Germany,Stuttgart,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Cremaster,,Rzeszów,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Crematory,Germany,Mannheim,gothic metal,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,gothic metal,,Low,no decisive current signal
Cries Of Your Sins,Czechia,,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
Crionics,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Cripper,Germany,Hannover,thrash metal,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,thrash metal,,Low,no decisive current signal
Crom,Germany,Landshut,epic heavy metal,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,epic heavy metal,,Low,no decisive current signal
Cross Vault,Germany,Detmold,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Crosshead,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Cruadalach,Czechia,,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
Cruizzen,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Cryptic Brood,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Cryptic Forest,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Cryptic Tales,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Crypts,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Crystal Viper,,,"heavy, power metal",,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,"heavy, power metal",,Low,no decisive current signal
Crystallion,Germany,Siegsdorf,power metal,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,power metal,,Low,no decisive current signal
Ctulu,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Cult of Fire,Czechia,,black metal,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,black metal,,Low,no decisive current signal
Cultes Des Ghoules,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Custard,Germany,Herne,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Cutterred Flesh,Czechia,,brutal death metal,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,brutal death metal,,Low,no decisive current signal
Cycle Beating,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Cypecore,Germany,Stuttgart,industrial metal,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,industrial metal,,Low,no decisive current signal
Cyrence,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Cytotoxin,Germany,,"brutal death metal, technical",,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,"brutal death metal, technical",,Low,no decisive current signal
D.A.M.N.,Germany,Braunschweig,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
DK Słowianin / Ashfest,,Szczecin,,biuro@slowianin.org,,https://slowianin.org/,,https://slowianin.org/,,2026-09-22,,,,,,Outreach Ashfest 2027 już wysłany.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://slowianin.org/,2026-09-23,,,,Low,no decisive current signal
Dagger Threat,Germany,Hamburg,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Daily Insanity,Germany,Berlin,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Damnation,,Sopot,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Damnation Defaced,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Dangerdog Music Reviews,,Online,,craig@dangerdogmusicreviews.com,,https://dangerdog.com/submissions.php,,https://dangerdog.com/submissions.php,,2026-09-22,,,,,,QA 2026-09-10: aktualne wytyczne Dangerdog wprost wykluczają wszystko z 'core' w opisie (np. metalcore) i dirty vocals. Źródło: https://dangerdog.com/submissions.php,REMOVE,Entity name indicates event/media/venue/organisation rather than a band,https://dangerdog.com/submissions.php,2026-09-23,,,,High,entity-type rule
Dante,Germany,Augsburg/Munich,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Dark Age,Germany,Hamburg,melodic death metal,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,melodic death metal,,Low,no decisive current signal
Dark Fortress,Germany,Landshut,black metal,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,black metal,,Low,no decisive current signal
Dark Millennium,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,,,Low,no decisive current signal
Dark Suns,Germany,Leipzig,progressive metal,,,,,https://www.metalunderground.com/bands/country/Germany/page/3/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/3/,2026-09-23,Germany,progressive metal,,Low,no decisive current signal
