index,"press/media registry — context only, no sheet intake",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
225,EMP PL,reviewer,,kontakt@emp-shop.pl,https://emp-shop.pl,,t,f,f,f,50,50.0,50.0
226,ENDO - Agata Nowicka,creator,,endo@agatanowicka.com,https://agatanowicka.com,,t,f,f,f,50,50.0,50.0
227,ESKA,patron,,eskazabrze@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
228,ESKa Rock,radio,,radio@eskarock.pl,https://eskarock.pl,,t,f,f,f,50,50.0,50.0
229,Echo Szczecina,local_press,,biuro@echo.szczecin.pl,https://echo.szczecin.pl,,t,f,f,f,50,50.0,50.0
230,Egida,radio,,egida@us.edu.pl,https://us.edu.pl,,t,f,f,f,50,50.0,50.0
231,Eldezet,local_press,,redakcja@eldezet.pl,https://eldezet.pl,,t,f,f,f,50,50.0,50.0
232,Elemental Metal Radio / Aphotic Lounge TV,radio,,radioelementalmetal@yahoo.com,https://yahoo.com,,t,f,f,f,50,50.0,50.0
233,Elewator Kultury,local_press,,redakcja@elewatorkultury.org,https://elewatorkultury.org,,t,f,f,f,50,50.0,50.0
234,Elka,radio,,glogow@elka.pl,https://elka.pl,,t,f,f,f,50,50.0,50.0
235,Emaus (Katolickie),radio,,redakcja@radioemaus.pl,https://radioemaus.pl,,t,f,f,f,50,50.0,50.0
236,Emma TV,local_press,,info@emmapak.eu,https://emmapak.eu,,t,f,f,f,50,50.0,50.0
237,Eska,radio,,eskazabrze@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
238,Eska Go,radio,,kontakt@eskago.pl,https://eskago.pl,,t,f,f,f,50,50.0,50.0
239,EuroIndieMusic,local_press,,,https://euroindiemusic.info,,t,f,f,f,50,50.0,50.0
240,Eventmaniak PL,local_press,,eventmaniak@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
241,Ever Metal,local_press,,contact@ever-metal.com,https://ever-metal.com,,t,f,f,f,50,50.0,50.0
242,Evil Eye,reviewer,,info@evileyeclothing.com,https://evileyeclothing.com,,t,f,f,f,50,50.0,50.0
243,Ewa Niewiadomska,radio,,mockultury@radio.katowice.pl,https://radio.katowice.pl,,t,f,f,f,50,50.0,50.0
244,Ewelina Kroczek,radio,,redakcja@radioexpress.pl,https://radioexpress.pl,,t,f,f,f,50,50.0,50.0
245,Exclusive,local_press,,biuro@exclusivemag.pl,https://exclusivemag.pl,,t,f,f,f,50,50.0,50.0
246,Express Ilustrowany,local_press,,sasi@express.lodz.pl,https://express.lodz.pl,,t,f,f,f,50,50.0,50.0
247,Express Silesia,radio,,radio@silesia.fm,https://silesia.fm,,t,f,f,f,50,50.0,50.0
248,FAN PL,reviewer,,sklep@fan.pl,https://fan.pl,,t,f,f,f,50,50.0,50.0
249,FERWA,local_press,,kulig@ferwa.pl,https://ferwa.pl,,t,f,f,f,50,50.0,50.0
250,FUSS,local_press,,redakcja@fuss.com.pl,https://fuss.com.pl,,t,f,f,f,50,50.0,50.0
251,FYH !,local_press,,piotr.strzemieczny@fyh.com.pl,https://fyh.com.pl,,t,f,f,f,50,50.0,50.0
252,FYH Records,patron,,fyh.records@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
253,Fabryka,radio,,fabryka@radiotczew.pl,https://radiotczew.pl,,t,f,f,f,50,50.0,50.0
254,Fabryka Muzyki,radio,,r.fabrykamuzyki@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
255,Fajnanuta PL,local_press,,admin@fajnanuta.pl,https://fajnanuta.pl,,t,f,f,f,50,50.0,50.0
256,Falami,patron,,marcin@falami.pl,https://falami.pl,,t,f,f,f,50,50.0,50.0
257,Fama EU Sochaczew,radio,,famainfo@interia.pl,https://interia.pl,,t,f,f,f,50,50.0,50.0
258,Fejsbukowy Dom Kultury,local_press,,pawel.szczutowski@onet.pl,https://onet.pl,,t,f,f,f,50,50.0,50.0
259,FeshMag,local_press,,redakcja@freshmag.pl,https://freshmag.pl,,t,f,f,f,50,50.0,50.0
260,Fest Wieczór [RIP],radio,,festwieczor@bemowo.fm,https://bemowo.fm,,t,f,f,f,50,50.0,50.0
261,Festiwale Koncerty w Warszawie,local_press,,addarek@interia.pl,https://interia.pl,,t,f,f,f,50,50.0,50.0
262,Fight Susan!,local_press,,fight.suzan@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
263,Filip Janowski,radio,,dekoder982@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
264,Fix,radio,,admin@radiofix.eu,https://radiofix.eu,,t,f,f,f,50,50.0,50.0
265,Flash Piaseczno,radio,,redakcja@radioflash.pl,https://radioflash.pl,,t,f,f,f,50,50.0,50.0
266,Fogo no Gelo (Metal Radio Show),radio,,fogonogelo@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
267,Fonobo (sub label MTJ),patron,,management@fonobo.pl,https://fonobo.pl,,t,f,f,f,50,50.0,50.0
268,Fonoteka Polska [RIP],radio,,andrzej.krupa@bemowo.fm,https://bemowo.fm,,t,f,f,f,50,50.0,50.0
269,For Tune,patron,,office@for-tune.pl,https://for-tune.pl,,t,f,f,f,50,50.0,50.0
270,Fragile,local_press,,fragile@fragile.net.pl,https://fragile.net.pl,,t,f,f,f,50,50.0,50.0
271,Free Fun,local_press,,freefunpl@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
272,Freee,radio,,redakcja@radiofreee.pl,https://radiofreee.pl,,t,f,f,f,50,50.0,50.0
273,Fresh Music Records,patron,,freshmusicpoland@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
274,Fuck You Hipsters,local_press,,redakcja@fyh.com.pl,https://fyh.com.pl,,t,f,f,f,50,50.0,50.0
275,FunRadio FM,radio,,radio@funradio.fm,https://funradio.fm,,t,f,f,f,50,50.0,50.0
276,Fuzzy Cracklins — stoner/doom/metal reviews,local_press,,fuzzycracklins@gmail.com,,https://fuzzycracklins.substack.com,t,f,f,f,50,50.0,50.0
277,GAUDE PL,reviewer,,info@gaude.pl,https://gaude.pl,,t,f,f,f,50,50.0,50.0
278,GIFT Management,patron,,firmagift@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
279,GIG24 PL,local_press,,kontakt@gig24.pl,https://gig24.pl,,t,f,f,f,50,50.0,50.0
280,GNASH DESIGN - Jakub GNASH Kowalski,creator,,orderyocreature@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
281,GORY GALLERY,creator,,dziuba.rafal@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
282,GOUDA WORKS,creator,,kontakt@goudaworks.pl,https://goudaworks.pl,,t,f,f,f,50,50.0,50.0
283,GOWI Records,patron,,gowi@gowi.pl,https://gowi.pl,,t,f,f,f,50,50.0,50.0
284,GRABOVSKA - Magda Grabowska,creator,,contact@grabovska.com,https://grabovska.com,,t,f,f,f,50,50.0,50.0
285,GRIMHEART - Milosz Z. Artwork,creator,,design@thegrimheart.com,https://thegrimheart.com,,t,f,f,f,50,50.0,50.0
286,GS24,local_press,,alarm@gs24.pl,https://gs24.pl,,t,f,f,f,50,50.0,50.0
287,GUZIK ART - Damian Augustyniak,creator,,damian3d5@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
288,Gabriela Synowiec,radio,,teatr@zak.lodz.pl,https://zak.lodz.pl,,t,f,f,f,50,50.0,50.0
289,Gadanie Na Tapczanie,radio,,gadanie@radiofonia.fm,https://radiofonia.fm,,t,f,f,f,50,50.0,50.0
290,Galeria Plakatu,reviewer,,biuro@galeriaplakatu.com,https://galeriaplakatu.com,,t,f,f,f,50,50.0,50.0
291,Garażowy Index,radio,,garazowyindex.96fm@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
292,Gazeta Pomorska,local_press,,online@pomorska.pl,https://pomorska.pl,,t,f,f,f,50,50.0,50.0
293,Gazeta Studencka (Opole),local_press,,studenckauo@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
294,Gazeta Wrocławska,local_press,,online@gazeta.wroc.pl,https://gazeta.wroc.pl,,t,f,f,f,50,50.0,50.0
295,Gazeta-Student,local_press,,redakcja@gazeta-student.pl,https://gazeta-student.pl,,t,f,f,f,50,50.0,50.0
296,Gdańsk,radio,,poczta@radio.gdansk.pl,https://radio.gdansk.pl,,t,f,f,f,50,50.0,50.0
297,Gharbaty ART,creator,,gharbatyart@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
298,Gievont Graw,reviewer,,pawel@gievontgraw.pl,https://gievontgraw.pl,,t,f,f,f,50,50.0,50.0
299,Gitafera,radio,,bartosz.wojciechowski@afera.com.pl,https://afera.com.pl,,t,f,f,f,50,50.0,50.0
300,Godzina Śmierci,radio,,godzinasmierci.radioemiter@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
301,Gold Recordds,patron,,roman@goldmusic.abajt.pl,https://goldmusic.abajt.pl,,t,f,f,f,50,50.0,50.0
302,Gosia Herba - Illustrations,creator,,mail@gosiaherba.pl,https://gosiaherba.pl,,t,f,f,f,50,50.0,50.0
303,Gothic Dream,reviewer,,sklep@gothicdream.eu,https://gothicdream.eu,,t,f,f,f,50,50.0,50.0
304,Grawitacja,radio,,grawitacja@radiowww.eu,https://radiowww.eu,,t,f,f,f,50,50.0,50.0
305,Greta Vintage Store,reviewer,,greta-lingerie@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
306,Gruba Biba,local_press,,kontakt@grubabiba.pl,https://grubabiba.pl,,t,f,f,f,50,50.0,50.0
307,Grudziądz,radio,,radio@grudziadz.com,https://grudziadz.com,,t,f,f,f,50,50.0,50.0
308,Gryfit TV,local_press,,biuro@gryfittv.pl,https://gryfittv.pl,,t,f,f,f,50,50.0,50.0
309,Grzegorz Bińczycki + Justyn Skiba,radio,,grzegorz.binczycki@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
310,Grzegorz GABZ Gomaradzki,creator,,hello@iamgabz.com,https://iamgabz.com,,t,f,f,f,50,50.0,50.0
311,Grzegorz Hoffmann,radio,,grzegorz.hoffmann@polskieradio.pl,https://polskieradio.pl,,t,f,f,f,50,50.0,50.0
312,Guba Nuta,reviewer,,info@grubanuta.pl,https://grubanuta.pl,,t,f,f,f,50,50.0,50.0
313,Gustaff Records,patron,,info@gusstaff.com,https://gusstaff.com,,t,f,f,f,50,50.0,50.0
314,H8DSG - artwork of Konrad B.,creator,,morgoth.grave@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
315,HIRO,local_press,,kris@hiro.pl,https://hiro.pl,,t,f,f,f,50,50.0,50.0
316,HQT Music Group,patron,,jakub@hqt.be,https://hqt.be,,t,f,f,f,50,50.0,50.0
317,Halolodz.pl,local_press,,redakcja@halolodz.pl,https://halolodz.pl,,t,f,f,f,50,50.0,50.0
318,Halomuzyka,local_press,,mironnek@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
319,Halotan Records,patron,,halotan.records@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
320,Hard & Heavy,radio,,hard.heavy@radiobeat.cz,https://radiobeat.cz,,t,f,f,f,50,50.0,50.0
321,Hard Like A Rock'n'Blues,radio,,michu@goodtimeradio.pl,https://goodtimeradio.pl,,t,f,f,f,50,50.0,50.0
322,HardRadio.com - Heavy Metal Radio Hard Rock Radio News,radio,,feedback@hardradio.com,https://hardradio.com,,t,f,f,f,50,50.0,50.0
323,Hałasowania [RIP],radio,,dawid.odija@bemowo.fm,https://bemowo.fm,,t,f,f,f,50,50.0,50.0
324,HeadphonesPorno,local_press,,piotr@avizo2.pl,https://avizo2.pl,,t,f,f,f,50,50.0,50.0
325,Hearbeat,reviewer,,contact@madebyheartbeat.pl,https://madebyheartbeat.pl,,t,f,f,f,50,50.0,50.0
326,Heavy Metal,radio,,info@radioheavymetal.com,https://radioheavymetal.com,,t,f,f,f,50,50.0,50.0
327,Hein Edgar,radio,,alterpyra@afera.com.pl,https://afera.com.pl,,t,f,f,f,50,50.0,50.0
328,Hellbellas,local_press,,hellbellas@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
329,Hello Warsaw,local_press,,m.assanowicz@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
330,Heretica,radio,,blackydark@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
331,Hey Joe,reviewer,,heyjoesklep@op.pl,https://op.pl,,t,f,f,f,50,50.0,50.0
332,Hey Now,radio,,redakcja@radioheynow.com,https://radioheynow.com,,t,f,f,f,50,50.0,50.0
333,Hipisówka,radio,,lukasz.kocyla@centrum.fm,https://centrum.fm,,t,f,f,f,50,50.0,50.0
334,Hobby,radio,,dominik@hobby.pl,https://hobby.pl,,t,f,f,f,50,50.0,50.0
335,House of Rock,radio,,wtomczyk@radioluz.pwr.wroc.pl,https://radioluz.pwr.wroc.pl,,t,f,f,f,50,50.0,50.0
336,I love Heavy Metal Radio,radio,,iloveheavymetalradio@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
337,I'm Stuck Between,radio,,kamil.drozdz@radioaktywne.pl,https://radioaktywne.pl,,t,f,f,f,50,50.0,50.0
338,I.PEWU Miesięcznik Kulturalny Studentów Politechniki Warszawskiej,local_press,,redakcja@ipewu.pw.edu.pl,https://ipewu.pw.edu.pl,,t,f,f,f,50,50.0,50.0
339,IKSS Informacja Kulturalno-Sportowa Studentów Wrocław,local_press,,ikss@ue.wroc.pl,https://ue.wroc.pl,,t,f,f,f,50,50.0,50.0
340,INHALE THE HEAVY — metal blog,local_press,,,https://inhaletheheavy.com/submit-your-metal/,https://inhaletheheavy.com/submit-your-metal/,t,f,f,f,50,50.0,50.0
341,IRKA,local_press,,reklama@irka.com.pl,https://irka.com.pl,,t,f,f,f,50,50.0,50.0
342,IRN - Internetowe Radio Nasielsk,radio,,radio@nasielsk.pl,https://nasielsk.pl,,t,f,f,f,50,50.0,50.0
343,Icaros Records,patron,,biuro@icarosrecords.pl,https://icarosrecords.pl,,t,f,f,f,50,50.0,50.0
344,Igor Wolski,creator,,wolski.igor@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
345,Imigrant Records,patron,,immigrantrec@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
346,Imperioz (+ Musiclife),local_press,,matthew@musiclife.pl,https://musiclife.pl,,t,f,f,f,50,50.0,50.0
347,ImusicWord,local_press,,marcin.cija@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
348,InSilesia,local_press,,redakcja@insilesia.pl,https://insilesia.pl,,t,f,f,f,50,50.0,50.0
349,Index - Akademickie Radio Index,radio,,radio@index.zgora.pl,https://index.zgora.pl,,t,f,f,f,50,50.0,50.0
350,Indian Summer,radio,,indiansummer@afera.com.pl,https://afera.com.pl,,t,f,f,f,50,50.0,50.0
351,Indiemono free submission,creator,,,https://player.indiemono.com/music-submit,https://player.indiemono.com/music-submit,t,f,f,f,50,50.0,50.0
352,Infomusic,patron,,infomusic@infomusic.pl,https://infomusic.pl,,t,f,f,f,50,50.0,50.0
353,Inhale the Heavy,local_press,,,https://inhaletheheavy.com,,t,f,f,f,50,50.0,50.0
354,Inspirakcja,local_press,,inspirakcja@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
355,Instrumental / Progressive Metal / Post-Metal,creator,,mike.krzemin@gmail.com,,https://open.spotify.com/playlist/4se7i3OtDvWVhbz0qx5aCc,t,f,f,f,50,50.0,50.0
356,Iza Kwiatkowska,radio,,subiektywny@zak.lodz.pl,https://zak.lodz.pl,,t,f,f,f,50,50.0,50.0
357,JAK TU GRAĆ?,local_press,,bartek@jaktugrac.pl,https://jaktugrac.pl,,t,f,f,f,50,50.0,50.0
358,Jacek Wolszczak,radio,,jacek@radiobogoria.pl,https://radiobogoria.pl,,t,f,f,f,50,50.0,50.0
359,Jakub Kowalczyk,radio,,pigulka@zak.lodz.pl,https://zak.lodz.pl,,t,f,f,f,50,50.0,50.0
360,Jan Feliks Kallwejt,creator,,jan@kallwejt.com,https://kallwejt.com,,t,f,f,f,50,50.0,50.0
361,Jasień,patron,,emil.macherzynski@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
362,Jazda Po Bandzie,local_press,,jazdapobandzie@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
363,Jazz FM,radio,,redakcja@radiojazz.fm,https://radiojazz.fm,,t,f,f,f,50,50.0,50.0
364,Jerzy Skarżyński,radio,,skarzynski@radiokrakow.pl,https://radiokrakow.pl,,t,f,f,f,50,50.0,50.0
365,Jeszcze Tego Nie Słyszałeś,local_press,,rajmund@jeszczenie.pl,https://jeszczenie.pl,,t,f,f,f,50,50.0,50.0
366,Joahannah von Frankenstein,creator,,joahannah@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
367,Jolanta Drużyńska,radio,,jolanta.druzynska@radiokrakow.pl,https://radiokrakow.pl,,t,f,f,f,50,50.0,50.0
368,Jutrzenka Radio AK,radio,,radio@radiojutrzenka.waw.pl,https://radiojutrzenka.waw.pl,,t,f,f,f,50,50.0,50.0
369,Jędrzej Furmann,radio,,jedrzej.furmann@meteor.amu.edu.pl,https://meteor.amu.edu.pl,,t,f,f,f,50,50.0,50.0
370,KONTAMINATION DESIGN,creator,,kontaminationvvv@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
371,KTVI - Krakowska Telewizja Internetowa,local_press,,red.naczelny@ktvi.pl,https://ktvi.pl,,t,f,f,f,50,50.0,50.0
372,KVLT,local_press,,info@kvlt.pl,https://kvlt.pl,,t,f,f,f,50,50.0,50.0
373,Kacper Wesołowski,radio,,kacper.wesolowski@meteor.amu.edu.pl,https://meteor.amu.edu.pl,,t,f,f,f,50,50.0,50.0
374,Kalejdoskop Kulturalny Reymont,local_press,,reymont@ldk.lodz.pl,https://ldk.lodz.pl,,t,f,f,f,50,50.0,50.0
375,Kamil Matuszak,radio,,kamil@matuszak.tk,https://matuszak.tk,,t,f,f,f,50,50.0,50.0
376,Kampf,patron,,kampfrec@go2.pl,https://go2.pl,,t,f,f,f,50,50.0,50.0
377,Kampus - Akademickie Radio Kampus,radio,,radio@radiokampus.waw.pl,https://radiokampus.waw.pl,,t,f,f,f,50,50.0,50.0
378,KampusTV,local_press,,redakcja@kampustv.pl,https://kampustv.pl,,t,f,f,f,50,50.0,50.0
379,Karnet,local_press,,karnet@karnet.krakow.pl,https://karnet.krakow.pl,,t,f,f,f,50,50.0,50.0
380,Karol Banach,creator,,hello@karolbanach.com,https://karolbanach.com,,t,f,f,f,50,50.0,50.0
381,Karol Panczen,creator,,panczen1@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
382,Karoryfer Lecolds,patron,,karoryfer.lecolds@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
383,Kaseta Polska,local_press,,kasetapolska@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
384,Kasia K8 Rościńska,radio,,kontakt@kasiak8.pl,https://kasiak8.pl,,t,f,f,f,50,50.0,50.0
385,Katalog Artystyczny,local_press,,t.szwecki@katalogartystyczny.pl,https://katalogartystyczny.pl,,t,f,f,f,50,50.0,50.0
386,"Katarzyna Matczak, Łukasz Strąkowski",radio,,kulturalny@zak.lodz.pl,https://zak.lodz.pl,,t,f,f,f,50,50.0,50.0
387,Katolickie Radio Płock,radio,,radioplus@plocman.pl,https://plocman.pl,,t,f,f,f,50,50.0,50.0
388,Katowice,radio,,sekretariat@radio.katowice.pl,https://radio.katowice.pl,,t,f,f,f,50,50.0,50.0
389,Kayax,patron,,tomik@kayax.net,https://kayax.net,,t,f,f,f,50,50.0,50.0
390,Keep Calm and Listen To Melodic Death Metal,creator,,hellsguardian.band@gmail.com,,https://open.spotify.com/playlist/60W5vD1HNZfIjDu6moLQRg,t,f,f,f,50,50.0,50.0
391,KiS Kultura i Sztuka,radio,,redakcja@radiokis.pl,https://radiokis.pl,,t,f,f,f,50,50.0,50.0
392,KierunekSzczecin,local_press,,poczta@kierunek.szczecin.pl,https://kierunek.szczecin.pl,,t,f,f,f,50,50.0,50.0
393,Klasycy Rocka,radio,,klasycyrocka@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
394,Klubowa PL,local_press,,reklama@klubowa.pl,https://klubowa.pl,,t,f,f,f,50,50.0,50.0
395,Kombinat,radio,,kombinat@radiopanteon.pl,https://radiopanteon.pl,,t,f,f,f,50,50.0,50.0
396,Koncertomania,local_press,,pawel@koncertomania.pl,https://koncertomania.pl,,t,f,f,f,50,50.0,50.0
397,Koncertowe Zwierzę,radio,,koncertowezwierze@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
398,Koncertuj PL,local_press,,kontakt@koncertuj.pl,https://koncertuj.pl,,t,f,f,f,50,50.0,50.0
399,Koncerty com,local_press,,office@concerts.pl,https://concerts.pl,,t,f,f,f,50,50.0,50.0
400,Konkol Music,patron,,managerkonkol@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
401,Kontestacja,radio,,redakcja@kontestacja.com,https://kontestacja.com,,t,f,f,f,50,50.0,50.0
402,Kontra - Niezależny Portal Studentów UAM,local_press,,portal@kontra.poznan.pl,https://kontra.poznan.pl,,t,f,f,f,50,50.0,50.0
403,Koszalin,radio,,sekretariat@radio.koszalin.pl,https://radio.koszalin.pl,,t,f,f,f,50,50.0,50.0
404,Koszmarowa - Gazeta Studentów Wydziału Nauk Społecznych,local_press,,koszmarowa@uni.wroc.pl,https://uni.wroc.pl,,t,f,f,f,50,50.0,50.0
405,Koszulkowo,reviewer,,sklep@koszulkowo.com,https://koszulkowo.com,,t,f,f,f,50,50.0,50.0
406,Krak TV,local_press,,kontakt@wideokrakow.pl,https://wideokrakow.pl,,t,f,f,f,50,50.0,50.0
407,Krakowska Scena Muzyczna,local_press,,michal@krakowskascenamuzyczna.pl,https://krakowskascenamuzyczna.pl,,t,f,f,f,50,50.0,50.0
408,Kraków,radio,,newsroom@radiokrakow.pl,https://radiokrakow.pl,,t,f,f,f,50,50.0,50.0
409,Kraków żyje,local_press,,krakowzyje@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
410,Kraków24TV,local_press,,redakcja@krakow24.tv,https://krakow24.tv,,t,f,f,f,50,50.0,50.0
411,Krustian Garstkowiak,creator,,garstkowiak@ymail.com,https://ymail.com,,t,f,f,f,50,50.0,50.0
412,Krzysiek Kosiński,radio,,krzysztof@radio-aspekt.de,https://radio-aspekt.de,,t,f,f,f,50,50.0,50.0
413,Krzysztof Karnkowski,creator,,budyn78@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
414,Krzysztof Wilczyński,radio,,sdn@radiopik.pl,https://radiopik.pl,,t,f,f,f,50,50.0,50.0
415,Ktoś Ruszał Moje Płyty,local_press,,backstage@ktosruszalmojeplyty.com,https://ktosruszalmojeplyty.com,,t,f,f,f,50,50.0,50.0
416,Kuba Kaleta,radio,,szafalesiaka@zak.lodz.pl,https://zak.lodz.pl,,t,f,f,f,50,50.0,50.0
417,Kuba Sokólski,creator,,ksokolski@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
418,Kudłate słuchanie,local_press,,kudlatesluchanie@hotmail.com,https://hotmail.com,,t,f,f,f,50,50.0,50.0
419,Kultura Online,local_press,,redakcja@kulturaonline.pl,https://kulturaonline.pl,,t,f,f,f,50,50.0,50.0
420,Kultura Poznań,local_press,,sylwia.klimek@wm.poznan.pl,https://wm.poznan.pl,,t,f,f,f,50,50.0,50.0
421,Kultura Się Liczy!,local_press,,kulturasieliczy@nck.pl,https://nck.pl,,t,f,f,f,50,50.0,50.0
422,Kultura w Krakowie,local_press,,redakcja@kulturawkrakowie.pl,https://kulturawkrakowie.pl,,t,f,f,f,50,50.0,50.0
423,Kulturalna Warszawa,local_press,,redakcja@infoqultura.pl,https://infoqultura.pl,,t,f,f,f,50,50.0,50.0
424,Kulturalnie WAW,local_press,,tomasz@kulturalnie.waw.pl,https://kulturalnie.waw.pl,,t,f,f,f,50,50.0,50.0
425,Kulturatka,local_press,,muzyka@kulturatka.pl,https://kulturatka.pl,,t,f,f,f,50,50.0,50.0
426,Kulturoholizm,local_press,,kulturoholizm@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
427,Kurier Warszawski,local_press,,redakcja.kw@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
428,Kurier Łódzki,local_press,,kontakt@kurierlodzki.pl,https://kurierlodzki.pl,,t,f,f,f,50,50.0,50.0
429,Kuźnia Dźwięków,radio,,mariusz.rodziewicz@mediaregionalne.pl,https://mediaregionalne.pl,,t,f,f,f,50,50.0,50.0
430,LADY2 - Katarzyna A. Kozłowska,creator,,lady2art@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
431,LAJF Magazyn Lubelski,local_press,,redakcja@lajf.info,https://lajf.info,,t,f,f,f,50,50.0,50.0
432,LIS KULA Alek Morawski,creator,,alek@alekmorawski.com,https://alekmorawski.com,,t,f,f,f,50,50.0,50.0
433,LISY STUDIO,creator,,kontakt@lisystudio.com,https://lisystudio.com,,t,f,f,f,50,50.0,50.0
434,LOOKmag,local_press,,redakcja@lookmag.pl,https://lookmag.pl,,t,f,f,f,50,50.0,50.0
435,LOVEDRAW - Andrew Tomaszuk,creator,,tomaszuk2@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
436,LTC Productions,patron,,let_them_come@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
437,LUZ - Akademickie Radio LUZ,radio,,mmalinowska@radioluz.pwr.wroc.pl,https://radioluz.pwr.wroc.pl,,t,f,f,f,50,50.0,50.0
438,Laboratorium Gitary,local_press,,kontakt@laboratoriumgitary.pl,https://laboratoriumgitary.pl,,t,f,f,f,50,50.0,50.0
439,Laboratorium Wytrzymałości Metali,radio,,metal@zak.lodz.pl,https://zak.lodz.pl,,t,f,f,f,50,50.0,50.0
440,Lado ABC,patron,,info@ladoabc.com,https://ladoabc.com,,t,f,f,f,50,50.0,50.0
441,Laif,local_press,,aleksandra.trojnar@mediabroker.pl,https://mediabroker.pl,,t,f,f,f,50,50.0,50.0
442,Legacy Records,patron,,info@legacy-records.de,https://legacy-records.de,,t,f,f,f,50,50.0,50.0
443,Leliwa,radio,,bszwedo@leliwa.pl,https://leliwa.pl,,t,f,f,f,50,50.0,50.0
444,Leokadia,radio,,bezloda@odzew.fm,https://odzew.fm,,t,f,f,f,50,50.0,50.0
445,Lepsza Strona Muzyki,local_press,,lepszastronamuzyki@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
446,Life4sound,local_press,,redakcja@life4sound.pl,https://life4sound.pl,,t,f,f,f,50,50.0,50.0
447,Lineout,local_press,,kontakt.lineout@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
448,Liryka,radio,,radio.liryka@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
449,Lista Przebojów -Top Radia Łódź,radio,,lista@radiolodz.pl,https://radiolodz.pl,,t,f,f,f,50,50.0,50.0
450,Lista Przebojów Bemowo.FM [RIP],radio,,lista@bemowo.fm,https://bemowo.fm,,t,f,f,f,50,50.0,50.0
451,Lista WWW,radio,,lista@radiowww.eu,https://radiowww.eu,,t,f,f,f,50,50.0,50.0
452,Live Life,local_press,,redakcja@livelife.pl,https://livelife.pl,,t,f,f,f,50,50.0,50.0
453,Live Nation Store,reviewer,,merchandise@livenationstore.pl,https://livenationstore.pl,,t,f,f,f,50,50.0,50.0
